What,0,1,2,3,4,5,6,7,8,9,Date,Hour
Guardian Oz most viewed,Temperatures forecast to reach mid-40s as heatwave hits northern Australia,Central bank signals more hikes to come – as it happened,Violet Coco: NSW minister voted for laws used to jail his niece for 15 months over climate protest,"Kirstie Alley, Cheers and Look Who’s Talking actor, dies aged 71",Ngozi Fulani tells of ‘horrific abuse’ after Buckingham Palace racism incident,Indonesia passes legislation banning sex outside marriage,"RBA interest rates: Reserve Bank raises official cash rate to 3.1%, the eighth increase in as many months","After watching how Brittany Higgins has suffered, how many women will be silenced?",Scott Morrison’s lawyers say his ‘reputation is on the line’ over robodebt royal commission testimony,Bruce Lehrmann considers suing ABC over live broadcast of Brittany Higgins statement,2022-12-06,18
