What,0,1,2,3,4,Date,Hour
ABC most viewed,Scott Morrison's lawyer pushes for full response to the Robodebt royal commission to be made public,German backpacker jailed over death of sex worker,"'Zest for life': Actor Kirstie Alley, who starred in Cheers, dies aged 71",Indonesia bans cohabitation between unmarried couples,"Reserve Bank raises rates to highest level in a decade, Lowe expects further increase from here",2022-12-06,18
